stem,pos,description
yurtfurushlik,NOUN,Noun {Ot}
yurtgarchilik,ADJ,Adjective {Sifat}
yurtgarchilik,NOUN,Noun {Ot}
yurtlik,NOUN,Noun {Ot}
yurtma-yurt,NOUN,Noun {Ot}
yurtoqi,NOUN,Noun {Ot}
yurtparvar,NOUN,Noun {Ot}
yurtsevar,NOUN,Noun {Ot}
yurtsevarlik,NOUN,Noun {Ot}
yurum,NOUN,Noun {Ot}
yurumol,NOUN,Noun {Ot}
yurumollik,NOUN,Noun {Ot}
yurumsak,ADJ,Adjective {Sifat}
yurumsak,NOUN,Noun {Ot}
yurumsaklik,NOUN,Noun {Ot}
yuruq,ADJ,Adjective {Sifat}
yuruq,NOUN,Noun {Ot}
yuruqsiz,ADJ,Adjective {Sifat}
yuruqsiz,ADV,Adverb {Ravish}
yuruv,NOUN,Noun {Ot}
yuruvchan,NOUN,Noun {Ot}
yuruvchanlik,NOUN,Noun {Ot}
yuruvchi,NOUN,Noun {Ot}
yuruvsiz,ADJ,Adjective {Sifat}
yuruvsiz,ADV,Adverb {Ravish}
yustirlagich,NOUN,Noun {Ot}
yustirlamoq,NOUN,Noun {Ot}
yustirlash,NOUN,Noun {Ot}
yustirlovchi,NOUN,Noun {Ot}
yustitsiya,NOUN,Noun {Ot}
yusupov,NOUN,Noun {Ot}
yut,NOUN,Noun {Ot}
yut,VERB,Verb {Fe'l}
yuta-yuta,NOUN,Noun {Ot}
yutaganlik,NOUN,Noun {Ot}
yutamoq,ADJ,Adjective {Sifat}
yutamoq,NOUN,Noun {Ot}
yutamoq,PRN,Pronoun {Olmosh}
yuta,VERB,Verb {Fe'l}
yutash,NOUN,Noun {Ot}
yutatmoq,NOUN,Noun {Ot}
yutdirmoq,NOUN,Noun {Ot}
yutil,VERB,Verb {Fe'l}
yutilish,NOUN,Noun {Ot}
yutiluvchan,NOUN,Noun {Ot}
yutiluvchanlik,NOUN,Noun {Ot}
yutin,VERB,Verb {Fe'l}
yutinish,NOUN,Noun {Ot}
yutinishlik,NOUN,Noun {Ot}
yutinmoq,ADJ,Adjective {Sifat}
yutinmoq,NOUN,Noun {Ot}
yutinmoq,PRN,Pronoun {Olmosh}
yutish,NOUN,Noun {Ot}
yutish,VERB,Verb {Fe'l}
yutishmoq,ADJ,Adjective {Sifat}
yutishmoq,NOUN,Noun {Ot}
yutishmoq,PRN,Pronoun {Olmosh}
yutkich,NOUN,Noun {Ot}
yutkur,NOUN,Noun {Ot}
yutmoq,ADJ,Adjective {Sifat}
yutmoq,NOUN,Noun {Ot}
yutmoq,PRN,Pronoun {Olmosh}
yutol,VERB,Verb {Fe'l}
yutoq,ADJ,Adjective {Sifat}
yutoq,NOUN,Noun {Ot}
yutoq,PRN,Pronoun {Olmosh}
yutoq,VERB,Verb {Fe'l}
yutoqi,ADJ,Adjective {Sifat}
yutoqi,NOUN,Noun {Ot}
yutoqilik,NOUN,Noun {Ot}
yutoqmoq,ADJ,Adjective {Sifat}
yutoqmoq,NOUN,Noun {Ot}
yutoqmoq,PRN,Pronoun {Olmosh}
yutqaz,VERB,Verb {Fe'l}
yutqazdir,VERB,Verb {Fe'l}
yutqazil,VERB,Verb {Fe'l}
yutqazish,NOUN,Noun {Ot}
yutqazish,VERB,Verb {Fe'l}
yutqin,NOUN,Noun {Ot}
yutqin-hiqildoq,NOUN,Noun {Ot}
yutqin-og‘iz,NOUN,Noun {Ot}
yutqin-tanglay,NOUN,Noun {Ot}
yutqinmoq,ADJ,Adjective {Sifat}
yutqinmoq,NOUN,Noun {Ot}
yutqinmoq,PRN,Pronoun {Olmosh}
yutqin,VERB,Verb {Fe'l}
yutqiz,VERB,Verb {Fe'l}
yutqizil,VERB,Verb {Fe'l}
yutqiziq,ADJ,Adjective {Sifat}
yutqiziq,NOUN,Noun {Ot}
yutqiziqsiz,ADJ,Adjective {Sifat}
yutqiziqsiz,ADV,Adverb {Ravish}
yutqiziqsiz,NOUN,Noun {Ot}
yutqizish,NOUN,Noun {Ot}
yutqizish,VERB,Verb {Fe'l}
yutqizmoq,ADJ,Adjective {Sifat}
yutqizmoq,NOUN,Noun {Ot}
yutqizmoq,PRN,Pronoun {Olmosh}
yuttir,VERB,Verb {Fe'l}
yuttirish,NOUN,Noun {Ot}
yutum,NOUN,Noun {Ot}
yutumli,NOUN,Noun {Ot}
yutuq,ADJ,Adjective {Sifat}
yutuq,NOUN,Noun {Ot}
yutuqli,ADJ,Adjective {Sifat}
yutuqli,NOUN,Noun {Ot}
yutuqsiz,ADJ,Adjective {Sifat}
yutuqsiz,ADV,Adverb {Ravish}
yutuqsiz,NOUN,Noun {Ot}
yutuv,NOUN,Noun {Ot}
yutuvchi,NOUN,Noun {Ot}
yuv,VERB,Verb {Fe'l}
yuva-yuva,NOUN,Noun {Ot}
yuvdir,VERB,Verb {Fe'l}
yuvdiril,VERB,Verb {Fe'l}
yuvdirish,NOUN,Noun {Ot}
yuvdirtir,VERB,Verb {Fe'l}
yuvdirtirish,NOUN,Noun {Ot}
yuvenil,NOUN,Noun {Ot}
yuvg'uchi,NOUN,Noun {Ot}
yuvg‘uchi,NOUN,Noun {Ot}
yuvg‘uchilik,NOUN,Noun {Ot}
yuvib-taramoq,ADJ,Adjective {Sifat}
yuvib-taramoq,NOUN,Noun {Ot}
yuvib-taramoq,PRN,Pronoun {Olmosh}
yuvib-tara,VERB,Verb {Fe'l}
yuvil,VERB,Verb {Fe'l}
yuvilganlik,NOUN,Noun {Ot}
yuvilish,NOUN,Noun {Ot}
yuvin,VERB,Verb {Fe'l}
yuvindi,NOUN,Noun {Ot}
yuvindixo'r,NOUN,Noun {Ot}
yuvinib-artinish,NOUN,Noun {Ot}
yuvinib-taranish,NOUN,Noun {Ot}
yuvinish,NOUN,Noun {Ot}
yuvinish,VERB,Verb {Fe'l}
yuvinmoq,ADJ,Adjective {Sifat}
yuvinmoq,NOUN,Noun {Ot}
yuvinmoq,PRN,Pronoun {Olmosh}
yuvintir,VERB,Verb {Fe'l}
yuvintirish,NOUN,Noun {Ot}
yuvinuv,NOUN,Noun {Ot}
yuvinuvchi,NOUN,Noun {Ot}
yuvish,NOUN,Noun {Ot}
yuvish,VERB,Verb {Fe'l}
yuvish-bug‘lash,NOUN,Noun {Ot}
yuvishish,NOUN,Noun {Ot}
yuvmoq,ADJ,Adjective {Sifat}
yuvmoq,NOUN,Noun {Ot}
yuvmoq,PRN,Pronoun {Olmosh}
yuvosh,NOUN,Noun {Ot}
yuvosh-yuvosh,NOUN,Noun {Ot}
yuvoshlan,VERB,Verb {Fe'l}
yuvoshlanish,NOUN,Noun {Ot}
yuvoshlanmoq,ADJ,Adjective {Sifat}
yuvoshlanmoq,NOUN,Noun {Ot}
yuvoshlanmoq,PRN,Pronoun {Olmosh}
yuvoshlash,VERB,Verb {Fe'l}
yuvoshlashish,NOUN,Noun {Ot}
yuvoshlashmoq,ADJ,Adjective {Sifat}
yuvoshlashmoq,NOUN,Noun {Ot}
yuvoshlashmoq,PRN,Pronoun {Olmosh}
yuvoshlik,ADJ,Adjective {Sifat}
yuvoshlik,NOUN,Noun {Ot}
yuvundi,NOUN,Noun {Ot}
yuvundixo‘r,NOUN,Noun {Ot}
yuvundixo‘rlik,NOUN,Noun {Ot}
yuvuq,NOUN,Noun {Ot}
yuvuqli,ADJ,Adjective {Sifat}
yuvuqli,NOUN,Noun {Ot}
yuvuqlilik,NOUN,Noun {Ot}
yuvuqsiz,ADJ,Adjective {Sifat}
yuvuqsiz,ADV,Adverb {Ravish}
yuvuqsiz,NOUN,Noun {Ot}
yuvuqsizlik,NOUN,Noun {Ot}
yuvuvchi,NOUN,Noun {Ot}
yux,AUX,Yordamchi fe'l
yuz,NOUN,Noun {Ot}
yuz,NUM,Son
yuz-bet,NOUN,Noun {Ot}
yuz-ko‘z,NOUN,Noun {Ot}
yuz-peshona,NOUN,Noun {Ot}
yuz-qo‘l,NOUN,Noun {Ot}
yuz-xotir,NOUN,Noun {Ot}
yuz-yuz,NOUN,Noun {Ot}
yuza,NOUN,Noun {Ot}
yuzadagi,NOUN,Noun {Ot}
yuzaki,ADJ,Adjective {Sifat}
yuzaki,NOUN,Noun {Ot}
yuzakichilik,ADJ,Adjective {Sifat}
yuzakichilik,NOUN,Noun {Ot}
yuzakilash,VERB,Verb {Fe'l}
yuzakilik,NOUN,Noun {Ot}
yuzala,VERB,Verb {Fe'l}
yuzalab,NOUN,Noun {Ot}
yuzalash,NOUN,Noun {Ot}
yuzasidan,ADV,Adverb {Ravish}
yuzasidan,NOUN,Noun {Ot}
yuzboshi,NOUN,Noun {Ot}
yuzboshilik,NOUN,Noun {Ot}
yuzcha,NOUN,Noun {Ot}
yuzdirilmoq,NOUN,Noun {Ot}
yuzdirish,NOUN,Noun {Ot}
yuzdirmoq,NOUN,Noun {Ot}
yuzdiruv,NOUN,Noun {Ot}
yuzinchi,NOUN,Noun {Ot}
yuzinchilik,NOUN,Noun {Ot}
yuzish,NOUN,Noun {Ot}
yuzishmoq,NOUN,Noun {Ot}
yuzkilochi,NOUN,Noun {Ot}
yuzkilochilik,NOUN,Noun {Ot}
yuzkilolik,NOUN,Noun {Ot}
yuzko'rdi,NOUN,Noun {Ot}
yuzko‘rar,NOUN,Noun {Ot}
yuzlab,NOUN,Noun {Ot}
yuzlab-minglab,NOUN,Noun {Ot}
yuzlama,NOUN,Noun {Ot}
yuzlamachi,NOUN,Noun {Ot}
yuzlamachilik,NOUN,Noun {Ot}
yuzlamalik,NOUN,Noun {Ot}
yuzlan,VERB,Verb {Fe'l}
yuzlanganlik,NOUN,Noun {Ot}
yuzlanish,NOUN,Noun {Ot}
yuzlanmoq,ADJ,Adjective {Sifat}
yuzlanmoq,NOUN,Noun {Ot}
yuzlanmoq,PRN,Pronoun {Olmosh}
yuzlar,NOUN,Noun {Ot}
yuzlarcha,NOUN,Noun {Ot}
yuzlash,VERB,Verb {Fe'l}
yuzlashish,NOUN,Noun {Ot}
yuzlashmoq,ADJ,Adjective {Sifat}
yuzlashmoq,NOUN,Noun {Ot}
yuzlashmoq,PRN,Pronoun {Olmosh}
yuzlashtir,VERB,Verb {Fe'l}
yuzlashtiril,VERB,Verb {Fe'l}
yuzlashtirish,NOUN,Noun {Ot}
yuzlashtiruv,NOUN,Noun {Ot}
yuzlashtiruvchi,NOUN,Noun {Ot}
yuzlashuv,NOUN,Noun {Ot}
yuzlashuvchi,NOUN,Noun {Ot}
yuzli,ADJ,Adjective {Sifat}
yuzli,NOUN,Noun {Ot}
yuzlik,ADJ,Adjective {Sifat}
yuzlik,NOUN,Noun {Ot}
yuzma-yuz,NOUN,Noun {Ot}
yuzmingchi,NOUN,Noun {Ot}
yuzmingchilik,NOUN,Noun {Ot}
yuzmoq,ADJ,Adjective {Sifat}
yuzmoq,NOUN,Noun {Ot}
yuzmoq,PRN,Pronoun {Olmosh}
yuz,VERB,Verb {Fe'l}
yuzpana,NOUN,Noun {Ot}
yuzsentnerchi,NOUN,Noun {Ot}
yuzsentnerchilik,NOUN,Noun {Ot}
yuzsiz,ADJ,Adjective {Sifat}
yuzsiz,ADV,Adverb {Ravish}
yuzsiz,NOUN,Noun {Ot}
yuzsizlik,ADJ,Adjective {Sifat}
yuzsizlik,NOUN,Noun {Ot}
yuzta,NOUN,Noun {Ot}
yuzta-yuzta,NOUN,Noun {Ot}
yuzta-yuztalab,NOUN,Noun {Ot}
yuztacha,NOUN,Noun {Ot}
yuztachi,NOUN,Noun {Ot}
yuztalab,NOUN,Noun {Ot}
yuztalik,ADJ,Adjective {Sifat}
yuztalik,NOUN,Noun {Ot}
yuztuban,ADV,Adverb {Ravish}
yuztuban,NOUN,Noun {Ot}
yuztubanlik,NOUN,Noun {Ot}
yuzxotirchilik,ADJ,Adjective {Sifat}
yuzxotirchilik,NOUN,Noun {Ot}
za'far,NOUN,Noun {Ot}
za'faron,PRN,Pronoun {Olmosh}
zab,NOUN,Noun {Ot}
zabahiya,NOUN,Noun {Ot}
zabar,NOUN,Noun {Ot}
zabardast,NOUN,Noun {Ot}
zabardastlik,ADJ,Adjective {Sifat}
zabardastlik,NOUN,Noun {Ot}
zabarjad,NOUN,Noun {Ot}
zabarrav,NOUN,Noun {Ot}
zabastovka,NOUN,Noun {Ot}
zabastovkachi,NOUN,Noun {Ot}
zabereg,NOUN,Noun {Ot}
zabh,NOUN,Noun {Ot}
zabon,NOUN,Noun {Ot}
zabon,PRN,Pronoun {Olmosh}
zabonak,NOUN,Noun {Ot}
zabonigov,NOUN,Noun {Ot}
zabonli,NOUN,Noun {Ot}
zabonlik,NOUN,Noun {Ot}
zabonsiz,NOUN,Noun {Ot}
zabonzada,NOUN,Noun {Ot}
zaboy,NOUN,Noun {Ot}
zaboychi,NOUN,Noun {Ot}
zaboychilik,NOUN,Noun {Ot}
zaboylik,NOUN,Noun {Ot}
zabt,NOUN,Noun {Ot}
zabtkor,NOUN,Noun {Ot}
zabtkor,PRN,Pronoun {Olmosh}
zabtkorlik,NOUN,Noun {Ot}
zabtli,ADJ,Adjective {Sifat}
zabun,NOUN,Noun {Ot}
zabunlik,ADJ,Adjective {Sifat}
zabunlik,NOUN,Noun {Ot}
zabur,NOUN,Noun {Ot}
zachyot,NOUN,Noun {Ot}
zada,NOUN,Noun {Ot}
zada-zuda,NOUN,Noun {Ot}
zadalan,VERB,Verb {Fe'l}
zadalanish,NOUN,Noun {Ot}
zadalanmoq,ADJ,Adjective {Sifat}
zadalanmoq,NOUN,Noun {Ot}
zadalanmoq,PRN,Pronoun {Olmosh}
zadalanuv,NOUN,Noun {Ot}
zadalik,NOUN,Noun {Ot}
zafar,NOUN,Noun {Ot}
zafarbek,NOUN,Noun {Ot}
zafardor,NOUN,Noun {Ot}
zafarli,ADJ,Adjective {Sifat}
zafarli,NOUN,Noun {Ot}
zafarnoma,NOUN,Noun {Ot}
zafarobodlik,NOUN,Noun {Ot}
zafaryob,NOUN,Noun {Ot}
zafilashmoq,ADJ,Adjective {Sifat}
zafilashmoq,NOUN,Noun {Ot}
zafilashmoq,PRN,Pronoun {Olmosh}
zafilash,VERB,Verb {Fe'l}
zag'cha,ADV,Adverb {Ravish}
zag'cha,NOUN,Noun {Ot}
zag'chako'z,NOUN,Noun {Ot}
zagotovka,NOUN,Noun {Ot}
zagotovkachi,NOUN,Noun {Ot}
zagotovkachilik,NOUN,Noun {Ot}
zagreblik,NOUN,Noun {Ot}
zags,NOUN,Noun {Ot}
zag‘cha,NOUN,Noun {Ot}
zag‘chako‘z,NOUN,Noun {Ot}
zag‘izg‘on,NOUN,Noun {Ot}
zag‘oma,NOUN,Noun {Ot}
zag‘oza,NOUN,Noun {Ot}
zahar,NOUN,Noun {Ot}
zahar-mahar,NOUN,Noun {Ot}
zahar-zaqqum,NOUN,Noun {Ot}
zahar-zaqqumlik,NOUN,Noun {Ot}
zaharchanlik,NOUN,Noun {Ot}
zaharchilar,NOUN,Noun {Ot}
zaharla,VERB,Verb {Fe'l}
zaharlamoq,ADJ,Adjective {Sifat}
zaharlamoq,NOUN,Noun {Ot}
zaharlamoq,PRN,Pronoun {Olmosh}
zaharlan,VERB,Verb {Fe'l}
zaharlanish,NOUN,Noun {Ot}
zaharlanmoq,ADJ,Adjective {Sifat}
zaharlanmoq,NOUN,Noun {Ot}
zaharlanmoq,PRN,Pronoun {Olmosh}
zaharlantir,VERB,Verb {Fe'l}
zaharlash,NOUN,Noun {Ot}
zaharlashtir,VERB,Verb {Fe'l}
zaharlat,VERB,Verb {Fe'l}
zaharli,ADJ,Adjective {Sifat}
zaharli,NOUN,Noun {Ot}
zaharlilik,NOUN,Noun {Ot}
zaharlov,NOUN,Noun {Ot}
zaharlovchi,NOUN,Noun {Ot}
zaharmarg,NOUN,Noun {Ot}
zaharolud,NOUN,Noun {Ot}
zaharsiz,NOUN,Noun {Ot}
zaharsizlik,NOUN,Noun {Ot}
zahartabiat,NOUN,Noun {Ot}
zaharxanda,NOUN,Noun {Ot}
zaharxandalik,NOUN,Noun {Ot}
zahil,NOUN,Noun {Ot}
zahmat,NOUN,Noun {Ot}
zahmatchi,NOUN,Noun {Ot}
zahmatchilik,NOUN,Noun {Ot}
zahmatkash,NOUN,Noun {Ot}
zahmatkashlik,NOUN,Noun {Ot}
zahot,NOUN,Noun {Ot}
zahoti,NOUN,Noun {Ot}
zahotiyoq,ADJ,Adjective {Sifat}
zahotiyoq,NOUN,Noun {Ot}
zahr,NOUN,Noun {Ot}
zahra,NOUN,Noun {Ot}
zahri,NOUN,Noun {Ot}
zahrnok,NOUN,Noun {Ot}
zaif,NOUN,Noun {Ot}
zaifa,NOUN,Noun {Ot}
zaiflan,VERB,Verb {Fe'l}
zaiflanganlik,NOUN,Noun {Ot}
zaiflanish,NOUN,Noun {Ot}
zaiflanmoq,ADJ,Adjective {Sifat}
zaiflanmoq,NOUN,Noun {Ot}
zaiflanmoq,PRN,Pronoun {Olmosh}
zaiflantir,VERB,Verb {Fe'l}
zaiflash,VERB,Verb {Fe'l}
zaiflashish,NOUN,Noun {Ot}
zaiflashtir,VERB,Verb {Fe'l}
zaiflashtiril,VERB,Verb {Fe'l}
zaiflashuv,NOUN,Noun {Ot}
zaiflik,ADJ,Adjective {Sifat}
zaiflik,NOUN,Noun {Ot}
zaifmijoz,NOUN,Noun {Ot}
zaifmijozlik,NOUN,Noun {Ot}
zaifona,ADV,Adverb {Ravish}
zaifona,NOUN,Noun {Ot}
zaifroq,NOUN,Noun {Ot}
zajigalka,NOUN,Noun {Ot}
zak,ADJ,Adjective {Sifat}
zak,NOUN,Noun {Ot}
zakalat,NOUN,Noun {Ot}
zakan,ADV,Adverb {Ravish}
zakan,NOUN,Noun {Ot}
zakar,NOUN,Noun {Ot}
zakavkaziyalik,NOUN,Noun {Ot}
zakaz,NOUN,Noun {Ot}
zakazchi,NOUN,Noun {Ot}
zakazchilik,NOUN,Noun {Ot}
zakaznoy,NOUN,Noun {Ot}
zakiy,ADJ,Adjective {Sifat}
zakiy,NOUN,Noun {Ot}
zakiylik,ADJ,Adjective {Sifat}
zakiylik,NOUN,Noun {Ot}
zako,NOUN,Noun {Ot}
zakoli,NOUN,Noun {Ot}
zakolilik,NOUN,Noun {Ot}
zakon,NOUN,Noun {Ot}
zakonchi,NOUN,Noun {Ot}
zakonchilik,NOUN,Noun {Ot}
zakonsiz,NOUN,Noun {Ot}
zakonsizlik,NOUN,Noun {Ot}
zakot,NOUN,Noun {Ot}
zakotchi,NOUN,Noun {Ot}
zakotchilik,NOUN,Noun {Ot}
zakotli,NOUN,Noun {Ot}
zakotsiz,NOUN,Noun {Ot}
zakovat,NOUN,Noun {Ot}
zakovatli,NOUN,Noun {Ot}
zakovatlilik,NOUN,Noun {Ot}
zakovatsiz,NOUN,Noun {Ot}
zakovatsizlik,NOUN,Noun {Ot}
zakuska,NOUN,Noun {Ot}
zakuskaxona,NOUN,Noun {Ot}
zal,NOUN,Noun {Ot}
zaldivor,PRN,Pronoun {Olmosh}
zalil,NOUN,Noun {Ot}
zalillash,VERB,Verb {Fe'l}
zalillik,NOUN,Noun {Ot}
zalilona,NOUN,Noun {Ot}
zalolat,NOUN,Noun {Ot}
zalp,NOUN,Noun {Ot}
zalpli,NOUN,Noun {Ot}
zalvar,NOUN,Noun {Ot}
zalvardor,NOUN,Noun {Ot}
zalvarli,ADJ,Adjective {Sifat}
zalvarli,NOUN,Noun {Ot}
zalvor,NOUN,Noun {Ot}
zalvorli,NOUN,Noun {Ot}
zam,NOUN,Noun {Ot}
zamanixa,NOUN,Noun {Ot}
zamazka,NOUN,Noun {Ot}
zamazkala,VERB,Verb {Fe'l}
zamazkalamok,NOUN,Noun {Ot}
zamazkalamoq,NOUN,Noun {Ot}
zamazkalan,VERB,Verb {Fe'l}
zamazkalash,NOUN,Noun {Ot}
zamazkalat,VERB,Verb {Fe'l}
zamazkalattir,VERB,Verb {Fe'l}
zamazkalov,NOUN,Noun {Ot}
zamazkalovchi,NOUN,Noun {Ot}
zambar,NOUN,Noun {Ot}
zambarak,ADJ,Adjective {Sifat}
zambarak,NOUN,Noun {Ot}
zambarakchi,NOUN,Noun {Ot}
zambarakchilik,NOUN,Noun {Ot}
zambarg‘altak,NOUN,Noun {Ot}
zambil,NOUN,Noun {Ot}
zambil-zambil,NOUN,Noun {Ot}
zambilbof,NOUN,Noun {Ot}
zambilchi,NOUN,Noun {Ot}
zambilg'altak,ADJ,Adjective {Sifat}
zambilg'altak,NOUN,Noun {Ot}
zambilg‘altak,NOUN,Noun {Ot}
zambilkash,NOUN,Noun {Ot}
zambilkashlik,NOUN,Noun {Ot}
zambillamoq,ADJ,Adjective {Sifat}
zambillamoq,NOUN,Noun {Ot}
zambillamoq,PRN,Pronoun {Olmosh}
zambilla,VERB,Verb {Fe'l}
zambiyalik,NOUN,Noun {Ot}
zambur,NOUN,Noun {Ot}
zamburug',NOUN,Noun {Ot}
zamburug‘,NOUN,Noun {Ot}
zamburug‘cha,NOUN,Noun {Ot}
zamburug‘lar,NOUN,Noun {Ot}
zamburug‘li,NOUN,Noun {Ot}
zamburug‘shunos,NOUN,Noun {Ot}
zamburug‘shunoslik,NOUN,Noun {Ot}
zamburug‘simon,NOUN,Noun {Ot}
zamburug‘so‘rgich,NOUN,Noun {Ot}
zamburug‘tana,NOUN,Noun {Ot}
zamcha,ADV,Adverb {Ravish}
zamcha,NOUN,Noun {Ot}
zamharir,NOUN,Noun {Ot}
zamin,ADV,Adverb {Ravish}
zamin,NOUN,Noun {Ot}
zamin-zamon,NOUN,Noun {Ot}
zamindor,NOUN,Noun {Ot}
zamindor,PRN,Pronoun {Olmosh}
zamindori,NOUN,Noun {Ot}
zamindorlik,NOUN,Noun {Ot}
zamindo‘zi,NOUN,Noun {Ot}
zaminkori,NOUN,Noun {Ot}
zaminli,NOUN,Noun {Ot}
zaminsiz,NOUN,Noun {Ot}
zamir,NOUN,Noun {Ot}
zamirida,NOUN,Noun {Ot}
zamla,VERB,Verb {Fe'l}
zamlama,NOUN,Noun {Ot}
zamlamoq,ADJ,Adjective {Sifat}
zamlamoq,NOUN,Noun {Ot}
zamlamoq,PRN,Pronoun {Olmosh}
zamlan,VERB,Verb {Fe'l}
zamlanish,NOUN,Noun {Ot}
zamlat,VERB,Verb {Fe'l}
zamlatish,NOUN,Noun {Ot}
zamlov,NOUN,Noun {Ot}
zamma,NOUN,Noun {Ot}
zammalamoq,ADJ,Adjective {Sifat}
zammalamoq,NOUN,Noun {Ot}
zammalamoq,PRN,Pronoun {Olmosh}
zammala,VERB,Verb {Fe'l}
zammali,NOUN,Noun {Ot}
zamon,ADJ,Adjective {Sifat}
zamon,NOUN,Noun {Ot}
zamon,PRN,Pronoun {Olmosh}
zamon-zamon,NOUN,Noun {Ot}
zamona,ADV,Adverb {Ravish}
zamona,NOUN,Noun {Ot}
zamonasoz,NOUN,Noun {Ot}
zamonasozlashmoq,ADJ,Adjective {Sifat}
zamonasozlashmoq,NOUN,Noun {Ot}
zamonasozlashmoq,PRN,Pronoun {Olmosh}
zamonasozlash,VERB,Verb {Fe'l}
zamonasozlik,ADJ,Adjective {Sifat}
zamonasozlik,NOUN,Noun {Ot}
zamonaviy,ADJ,Adjective {Sifat}
zamonaviy,NOUN,Noun {Ot}
zamonaviylash,VERB,Verb {Fe'l}
zamonaviylashtir,VERB,Verb {Fe'l}
zamonaviylashtiril,VERB,Verb {Fe'l}
zamonaviylashtirish,NOUN,Noun {Ot}
zamonaviylik,ADJ,Adjective {Sifat}
zamonaviylik,NOUN,Noun {Ot}
zamonda,NOUN,Noun {Ot}
zamondosh,NOUN,Noun {Ot}
zamondoshlik,NOUN,Noun {Ot}
zamonlar,NOUN,Noun {Ot}
zamonlarda,NOUN,Noun {Ot}
zamsha,NOUN,Noun {Ot}
zamzam,NOUN,Noun {Ot}
zamzama,NOUN,Noun {Ot}
zan,NOUN,Noun {Ot}
zanax,NOUN,Noun {Ot}
zanaxdon,NOUN,Noun {Ot}
zanaxdonli,NOUN,Noun {Ot}
zanbar,NOUN,Noun {Ot}
zanbil,NOUN,Noun {Ot}
zand,NOUN,Noun {Ot}
zang,NOUN,Noun {Ot}
zang'ar,NOUN,Noun {Ot}
zang'imoq,ADJ,Adjective {Sifat}
zang'imoq,NOUN,Noun {Ot}
zang'imoq,PRN,Pronoun {Olmosh}
zang'i,VERB,Verb {Fe'l}
zangbor,PRN,Pronoun {Olmosh}
zangboz,NOUN,Noun {Ot}
zangbozlik,NOUN,Noun {Ot}
zangi,ADJ,Adjective {Sifat}
zangi,NOUN,Noun {Ot}
zangila,NOUN,Noun {Ot}
zangin,ADV,Adverb {Ravish}
zangin,NOUN,Noun {Ot}
zanginlash,VERB,Verb {Fe'l}
zanginlik,NOUN,Noun {Ot}
zangiota,NOUN,Noun {Ot}
zangiotalik,NOUN,Noun {Ot}
zangla,VERB,Verb {Fe'l}
zanglaganlik,NOUN,Noun {Ot}
zanglamaslik,NOUN,Noun {Ot}
zanglamoq,ADJ,Adjective {Sifat}
zanglamoq,NOUN,Noun {Ot}
zanglamoq,PRN,Pronoun {Olmosh}
zanglash,NOUN,Noun {Ot}
zanglat,VERB,Verb {Fe'l}
zanglatish,NOUN,Noun {Ot}
zanglattir,VERB,Verb {Fe'l}
zanglatuv,NOUN,Noun {Ot}
zanglov,NOUN,Noun {Ot}
zangor,NOUN,Noun {Ot}
zangor,PRN,Pronoun {Olmosh}
zangori,NOUN,Noun {Ot}
zangorlik,NOUN,Noun {Ot}
zangpoya,NOUN,Noun {Ot}
zangrang,NOUN,Noun {Ot}
zangsimon,NOUN,Noun {Ot}
zangula,NOUN,Noun {Ot}
zang‘ar,NOUN,Noun {Ot}
zang‘illoq,NOUN,Noun {Ot}
zanjabil,NOUN,Noun {Ot}
zanjabildoshlar,NOUN,Noun {Ot}
zanji,NOUN,Noun {Ot}
zanjilar,NOUN,Noun {Ot}
zanjir,NOUN,Noun {Ot}
zanjir-qulf,NOUN,Noun {Ot}
zanjira,NOUN,Noun {Ot}
zanjirali,NOUN,Noun {Ot}
zanjirband,NOUN,Noun {Ot}
zanjiriy,NOUN,Noun {Ot}
zanjirla,VERB,Verb {Fe'l}
zanjirlamoq,ADJ,Adjective {Sifat}
zanjirlamoq,NOUN,Noun {Ot}
zanjirlamoq,PRN,Pronoun {Olmosh}
zanjirlan,VERB,Verb {Fe'l}
zanjirlanish,NOUN,Noun {Ot}
zanjirlash,NOUN,Noun {Ot}
zanjirlat,VERB,Verb {Fe'l}
zanjirli,NOUN,Noun {Ot}
zanjirlov,NOUN,Noun {Ot}
zanjirsimon,NOUN,Noun {Ot}
zanjirsiz,NOUN,Noun {Ot}
zanjirsoz,NOUN,Noun {Ot}
zanjirsozlik,NOUN,Noun {Ot}
zanjoriy,ADJ,Adjective {Sifat}
zanjoriy,NOUN,Noun {Ot}
zanona,NOUN,Noun {Ot}
zantaloq,ADJ,Adjective {Sifat}
zantaloq,NOUN,Noun {Ot}
zantaloq,PRN,Pronoun {Olmosh}
zanzeveriya,NOUN,Noun {Ot}
zap,NOUN,Noun {Ot}
zapal,NOUN,Noun {Ot}
zapas,NOUN,Noun {Ot}
zapasla,VERB,Verb {Fe'l}
zapaslan,VERB,Verb {Fe'l}
zapaslik,NOUN,Noun {Ot}
zapaslov,NOUN,Noun {Ot}
zapchast,NOUN,Noun {Ot}
zapiska,NOUN,Noun {Ot}
zaponka,NOUN,Noun {Ot}
zaponkali,NOUN,Noun {Ot}
zaponkasiz,NOUN,Noun {Ot}
zapovednik,ADJ,Adjective {Sifat}
zapovednik,NOUN,Noun {Ot}
zapravka,NOUN,Noun {Ot}
zapravkachi,NOUN,Noun {Ot}
zapravkala,VERB,Verb {Fe'l}
zapt,NOUN,Noun {Ot}
